title,author,publisher,publish_date,original_price,sale_price
명작 영화로 역사와 인물을 읽다 2,고지찬 저,북랩,2024년 01월 11일,"16,000원","14,400"
성경 아람어,권성달 저,감은사,2023년 12월 31일,"24,800원","24,800"
리더의 말습관 (큰글자책),이인우 저,천그루숲,2024년 01월 23일,"36,000원","36,000"
1일 1단어 1분으로 끝내는 클래식공부,이상인 저,글담,2024년 01월 25일,"17,000원","15,300"
조선의 영웅 마하수,김선욱 저,시와사람사,2023년 12월 29일,"15,000원","14,250"
2.5 차원의 유혹 -리리사- 18,하시모토 유 글그림,대원,2024년 01월 15일,"5,500원","4,950"
선거로 세상이 바뀔 리가 있어,승지홍 저,다른,2024년 01월 15일,"15,000원","13,500"
이 사랑은 연극?! 6,야마나카 우메바치 글그림,대원,2024년 01월 15일,"5,000원","4,500"
셔터 거리의 사쿠라 공주 1,미야모토 레이미 글그림,대원,2024년 01월 15일,"6,000원","5,400"
2024 몽땅 지적전산학개론 문제풀이,송용희 편저,지적에듀,2024년 01월 15일,"33,000원","29,700"
동양 예술에 깃든 어울림의 멋,"장궈칭 저/조민환, 차민경, 최미숙, 황인옥 역",예문서원,2023년 12월 26일,"29,000원","29,000"
1일 1페이지 짧고 깊은 지식수업 365 : 마음 편,김옥림 저,미래북(MiraeBook),2024년 01월 22일,"17,800원","16,020"
킹덤 (KINGDOM) 69,하라 야스히사 글그림,대원,2024년 01월 15일,"5,500원","4,950"
흔한남매 1-14 세트,흔한남매 원저,아이세움(전집),2023년 05월 09일,"180,500원","162,450"
샹그릴라 프론티어 14,카타리나 원저/후지 료스케 글그림,대원,2024년 01월 15일,"5,500원","4,950"
소방설비기사 실기 23개년 기출문제 총정리 - 전기편,정진홍 저,세진북스,2024년 01월 20일,"35,000원","31,500"
소방설비기사 실기 23개년 기출문제 총정리 - 기계편,정진홍 저,세진북스,2024년 01월 20일,"35,000원","31,500"
FACE STORY,최윤지 저,엄마와아들,2024년 01월 02일,"20,000원","20,000"
권석균의 여행읽기 아이슬란드,권석균 저,씽크스마트,2024년 01월 23일,"9,800원","8,820"
권석균의 여행읽기 파리와 스위스,권석균 저,씽크스마트,2024년 01월 23일,"9,800원","8,820"
권석균의 여행읽기 프랑스 도시와 마을,권석균 저,씽크스마트,2024년 01월 23일,"9,800원","8,820"
다윈즈 게임 6,FLIPFLOPs 글그림,대원,2024년 01월 15일,"6,000원","5,400"
가브릴 드롭 아웃 12,우카미 글그림,대원,2024년 01월 15일,"5,200원","4,680"
해리 포터와 저주받은 아이 1~2부 세트 (연극 대본),"J.K. 롤링, 존 티퍼니, 잭 손 저/박아람 역",문학수첩,2024년 01월 31일,"26,000원","23,400"
대부가 된 죽음,그림 형제 원저/샐리 니콜스 글/줄리아 사르다 그림/이상희 역,베틀북,2024년 01월 15일,"15,000원","13,500"
해리 포터와 저주받은 아이 2부 (연극 대본),"J.K. 롤링, 존 티퍼니, 잭 손 저/박아람 역",문학수첩,2024년 01월 31일,"13,000원","11,700"
애니메이션 연구 19-4호,"권혁주, 궈신, 김동범, 김동혁, 김명환 저 외 12명 정보 더 보기/감추기",컴북스캠퍼스,2023년 12월 31일,"20,000원","20,000"
2024 법무사·법원직 2 상법조문판례,하영태 저,무지개BOOKS,2024년 01월 15일,"39,000원","39,000"
해리 포터와 저주받은 아이 1부 (연극 대본),"J.K. 롤링, 존 티퍼니, 잭 손 저/박아람 역",문학수첩,2024년 01월 31일,"13,000원","11,700"
2024 CTA 세무사 세법 기출 10개년,양소영 저,스케치스,2024년 01월 21일,"22,000원","19,800"
돈이 되고 빨라지는 노동법,유재관 저,두드림미디어,2024년 01월 15일,"21,000원","18,900"
LEET PSAT 법률문제 200,여성곤 편저,(주)박영사,2024년 01월 15일,"38,000원","38,000"
만화 황제와 여기사 6,안경원숭이 원저/TEAM 이약 글그림,디앤씨웹툰비즈,2024년 01월 26일,"16,000원","14,400"
스즈메의 문단속 : 일러스트 에디션,신카이 마코토 저/치코 그림/민경욱 역,대원씨아이(단행)(대원키즈),2024년 01월 17일,"13,000원","11,700"
들풀 마을의 구돌이,조규영 글/김소라(김고둥) 그림,봄볕,2024년 01월 15일,"12,000원","10,800"
허버트 하트 (큰글자책),권경휘 저,컴북스캠퍼스,2024년 01월 16일,"25,000원","25,000"
허버트 하트,권경휘 저,컴북스캠퍼스,2024년 01월 16일,"12,000원","12,000"
페이야르 첼로 매일 연습곡,L.R.FEUILLARD 저,한국음악사,2010년 12월 10일,"9,000원","9,000"
건널 수 있는 강,최동선 저,오에이치케이(OHK),2024년 01월 11일,"19,800원","17,820"
2024 혼잡(JOB) 혼공으로 빠르게 합격하는 직업상담사 2급 1차 필기 기출문제집,혼JOB자격증연구소 저,커리어빅,2024년 01월 22일,"30,000원","27,000"
대륜인의 오대양 육대주 탐방기,"송두록, 구종홍, 김남규, 김도형, 김문조 저 외 11명 정보 더 보기/감추기",SUN(도서출판 썬),2024년 01월 10일,"20,000원","18,000"
인천의 산업과 노동,"하상진, 노상균, 이상의, 권오수, 소준철 저 외 2명 정보 더 보기/감추기",선인,2023년 12월 31일,"15,000원","15,000"
2024 혼잡(JOB) 혼공으로 빠르게 합격하는 직업상담사 2급 1차 필기 기본서,혼JOB자격증연구소 저,커리어빅,2024년 01월 22일,"35,000원","31,500"
사랑을 무게로 안 느끼게,박완서 저,세계사,2024년 01월 23일,"18,000원","16,200"
마이데몬 (상)(하) 세트,최아일 저,너와숲,2024년 01월 23일,"44,000원","39,600"
커피 바리스타 이론과 문제,이강일 등저,기문사,2024년 01월 31일,"18,000원","18,000"
선 삼매 지관,최기표 저,해조음,2023년 12월 29일,"18,000원","17,100"
하나님께 짠한 딸,이청자 저,오에이치케이(OHK),2024년 01월 10일,"17,500원","15,750"
아세안주요국의난민지원정책과한국에대한시사점,"전제성, 김정현, 김희숙, 이상국, 이진영, 부경환 공저",대외경제정책연구원,2023년 12월 30일,"12,000원","12,000"
2024 이기적 컴퓨터그래픽스운용기능사 실기 기본서,김경수 저,영진닷컴,2024년 01월 18일,"30,000원","27,000"
ㅍㄱㅊ,정유라 공저,하나북스토리,2024년 01월 10일,"6,800원","6,460"
2023/2024 한국농업연감,편집부 편,농수축산신문,2023년 12월 18일,"120,000원","120,000"
30대를 위한 논어,사이토 다카시 저/김윤경 역,타인의사유,2024년 01월 20일,"16,000원","14,400"
나는 해녀이다,김태웅 저,알렙,2023년 12월 31일,"10,000원","9,000"
조선총독부 편찬 초등국어독본 1~2학년용,사희영 역,제이앤씨(J&C),2023년 12월 29일,"22,000원","20,900"
하버드 100년 전통 행복 수업,류창장 저/정은지 역,리드리드출판,2024년 02월 05일,"18,800원","16,920"
특명,류재복 저/김기우 편,정경시사FOCUS,2024년 01월 01일,"20,000원","18,000"
김경현의 진주이야기 100선,김경현 저,곰단지,2024년 01월 10일,"25,000원","22,500"
우린 모두 마음이 있어,로렐 브레이트먼 저/김동광 역,후마니타스,2024년 01월 24일,"23,000원","20,700"
2024 이기적 ADsP 데이터분석 준전문가 기본서,박길식 저,영진닷컴,2024년 01월 18일,"26,000원","23,400"
2024 쇼츠 소방안전관리자 핵심요약집 (1급),소방안전관리자회 편저,서울고시각,2024년 02월 10일,"18,000원","16,200"
인사노무관리 필기노트,"김유미, 이영수 저",새흐름,2024년 01월 15일,"12,000원","11,400"
부동산 공부가 왜 필요한가?,강신갑 저,지식과감성#,2023년 12월 29일,"37,000원","33,300"
경영조직 필기노트,"김유미, 이영수 저",새흐름,2024년 01월 15일,"12,000원","11,400"
토끼 시간,토네 사토에 글그림/엄혜숙 역,봄봄출판사,2024년 01월 19일,"15,000원","13,500"
가짜 뉴스 세계에서 살아남기,도안 부이 글/레슬리 플레 그림/문박엘리 역/손석춘 감수,탐,2024년 01월 25일,"17,000원","16,150"
내가 안 그랬어!,라이언 T. 히긴스 글/노은정 역,토토북,2024년 01월 25일,"15,000원","14,250"
사회심리학,"정태연, 박은미, 박준성, 장민희, 허성호 저",학지사,2024년 01월 30일,"32,000원","32,000"
저학년 첫 역사 인물 10권 세트/동화로 만나는 역사 속 인물이야기/정약용.안중근.세종대왕.김만덕.이순신.안중근.장영실,"안선모 글 / 백명식, 한용욱 그림",풀빛(전집),2020년 12월 23일,"122,000원","109,800"
나 혼자 음악 만들기,송택동 저,그래서음악,2024년 01월 31일,"23,000원","20,700"
시편의 사람,김영봉 저,IVP,2024년 01월 16일,"29,000원","26,100"
플로차트 정형외과 한약,"니미 마사노리, 토미자와 히데아키 저/권승원 역/무토 요시테루 감수",청홍,2024년 01월 30일,"24,000원","21,600"
쉽게 배우는 베트남어 2,주희정 저,웃는나무,2022년 11월 30일,"21,000원","18,900"
"그루밍, 가십, 그리고 언어의 진화",로빈 던바 저/한형구 역,강,2023년 12월 30일,"22,000원","19,800"
부동산 개발 계획과 실무,정용식 저,부연사(부동산연구사),2024년 01월 08일,"47,000원","47,000"
건물종합관리학개론,김일효 저,상학당,2024년 01월 20일,"36,000원","36,000"
인연의 소중한 씨앗을 심어라,정균화 저,아시아타임즈,2024년 01월 15일,"15,000원","14,250"
2024 해커스공무원 신(神)행정법총론 실전동형모의고사 1,신동욱 편저,해커스공무원,2024년 01월 17일,"22,000원","19,800"
초등 1학년-2학년 저학년 교과서 시리즈 10권 세트/수수께끼.초성게임.안데르센동화.맞춤법.12별자리.교과서속담.이솝우화.우리몸.위인50명.탈무드,HR기획 글 / 홍보라 그림 외,효리원(전집),2022년 11월 25일,"120,000원","108,000"
팀장의 끗 (큰글자책),"고태현, 김은주, 안나은, 이상현, 이정희 저 외 2명 정보 더 보기/감추기",파지트,2024년 01월 19일,"45,000원","45,000"
아이를 키우니 팬클럽이 생겼습니다 (큰글자책),정소령 저,파지트,2024년 01월 19일,"30,000원","30,000"
"공부하는 사람, 이현옥",이현옥 저,천년의상상,2024년 01월 15일,"17,000원","15,300"
효리원 1학년-6학년이 꼭 알아야 할 영단어 3권 세트,양민희 그림 / 효리원 영어교육연구소 편 외,효리원(전집),2023년 01월 25일,"27,000원","24,300"
마주하는 용기 (큰글자책),김용모 저,파지트,2024년 01월 19일,"30,000원","30,000"
창의적 기계설계법,정남용 저,학진북스,2024년 01월 10일,"40,000원","40,000"
1학년-6학년이 꼭 알아야 할 영단어 3권 초성 낱말 퍼즐 3권 세트,양민희 그림 / 효리원 영어교육연구소 편 외,효리원(전집),2022년 01월 25일,"57,000원","51,300"
돈이 되는 공간 (큰글자책),최인욱 저,파지트,2024년 01월 19일,"33,000원","33,000"
초등학생 머리가 확 좋아지는 시리즈 12권 세트/수수께끼.속담.한국사숨은그림찾기.초성게임.다른국기찾기.낱말퍼즐.스도쿠.재미있는그림찾기.같은그림.다른그림.미로찾기,HR기획 편,효리원(전집),2020년 05월 25일,"84,000원","75,600"
환영받지 못하는 기자들 (큰글자책),"이윤석, 전다빈, 강희연, 어환희, 하혜빈 저",파지트,2024년 01월 19일,"38,000원","38,000"
선 넘은 여자들,"김희정, 권희정, 금문혜, 방희란, 손성임 저 외 7명 정보 더 보기/감추기",생각의창,2024년 02월 08일,"19,000원","17,100"
디즈니 겨울왕국 유아 한글 수학 알파벳 학습 5권 세트/유아처음수학1-2.숫자쓰기.알파벳쓰기,팀 플레이그라운드 편,크레용하우스(전집),2022년 11월 08일,"37,500원","33,750"
크레용하우스 디즈니 겨울왕국 유아 학습 4권 세트/유아처음수학1-2.숫자쓰기.알파벳쓰기,팀 플레이그라운드 편,크레용하우스(전집),2022년 11월 08일,"30,000원","27,000"
인생은 피하지 못한 새똥처럼,장경자 저,오에이치케이(OHK),2024년 01월 10일,"29,800원","26,820"
한국불교를 대표하는 사찰,편집부 저,워크디자인북,2024년 04월 20일,"99,900원","99,900"
사찰 불교 건축문화의 발생과 의미,편집부 저,워크디자인북,2024년 04월 20일,"99,000원","99,000"
거주문화의 미래를 위한 영향과 역사,편집부 저,워크디자인북,2024년 04월 20일,"99,500원","99,500"
한국 종가의 뿌리와 삶의 거주지,편집부 저,워크디자인북,2024년 04월 20일,"99,950원","99,950"
유학의 향기가 담긴 향교서원을 가다,편집부 저,워크디자인북,2024년 04월 20일,"99,850원","99,850"
우리 전통 한옥과 역사 체험 문화,편집부 저,워크디자인북,2024년 04월 20일,"99,890원","99,890"
한국 전통 건축의 주거공간과 전통한옥,편집부 저,워크디자인북,2024년 04월 20일,"99,500원","99,500"
한국 궁궐 건축의 원리와 그 사상적 기반,편집부 저,워크디자인북,2024년 04월 20일,"99,800원","99,800"
한국 최고의 전통건축과 궁궐 정원의 누각 탑파,편집부 저,워크디자인북,2024년 04월 20일,"99,850원","99,850"
조선의 뿌리를 찾아 떠나는 테마여행,편집부 저,워크디자인북,2024년 04월 20일,"99,000원","99,000"
도심속의 아름다운 사찰 건축,편집부 저,워크디자인북,2024년 04월 20일,"99,800원","99,800"
크레용하우스 4-7세 그림책 추천도서 11권 패키지 A세트/우리는모두.팝콘치킨.땡이와할머니.할머니의사랑약방.여우의전화박스.내가자라면.담배괴물.우리아빠의비밀.그래서엄마야,엘리즈 그라벨 글그림 외,크레용하우스(전집),2018년 10월 14일,"144,000원","129,600"
죽을 자리는 역시 병원이 좋겠어,한수정 저,희유,2024년 01월 25일,"12,000원","10,800"
한솔수북 초등 3학년-4학년 추천도서 10권 세트/대궐입성기.우주의역사.수학의역사.훈민정음해례본을찾아라.바바얀과마법의별.기묘한분식집.슈퍼땅콩대붕어빵 외,정명섭 글 / 이영림 그림 외,한솔수북(전집),2019년 10월 09일,"146,000원","131,400"
유기농업기능사 실기 필답형,"(사)한국농업인력개발포럼, 안제국, 강태윤, 안호 저",부민문화사,2024년 01월 20일,"20,000원","19,000"
이런 직업 어때 1-5 세트/미술이좋다면.동물이좋다면.스포츠가좋다면.우주가좋다면.야외활동이좋다면,수지 호지 글 / 엘리스 게이넷 그림 외,한솔수북(전집),2021년 02월 15일,"67,500원","60,750"
한솔수북 빠르게 보는 역사 시리즈 3권 세트/빠르게보는우주의역사.수학의역사.돈의역사,클라이브 기퍼드 글 / 롭 플라워스 그림 외,한솔수북(전집),2021년 09월 03일,"45,000원","40,500"
도마뱀붙이 교과서,니시자와 마사시 저/장원영 역,헤르몬하우스,2024년 01월 10일,"18,000원","16,200"
효리원 우리아이 첫 스티커북6권+만2세-4세 하루 10분 한글 수학12권 세트/전18권/탈것.요정.공주.동물.공룡.모양색깔.한글익힘.수와셈.한글쓰기.수학익힘,유아지능계발연구소 글 / 박혜연 그림,효리원(전집),2014년 05월 20일,"111,000원","99,900"
손해평가사 1차 시험 한 권으로 준비하기,자격시험연구소 편저,서원각,2024년 01월 26일,"26,000원","23,400"
베싸육아 + 채소 식탁 세트,"박정은, 김경민 저",래디시,2023년 07월 19일,"41,000원","36,900"
현대대수학,"John B.Fraleigh, Neal E.Brand 공저 / 김연수, 유명준, 유화종, 최성락 공역",성진미디어,2024년 01월 02일,"35,000원","35,000"
효리원 입학준비 스티커북5권+만5세-6세 하루 10분 한글 수학8권 세트/전13권/한글.영어.수학.직업.시장.한글익힘.수와셈.한글쓰기.수학익힘,지능계발연구소 글 / 유정연 그림 외,효리원(전집),2015년 01월 15일,"80,500원","72,450"
유리 갑옷,강현진 글/지연리 그림,책속의책,2024년 01월 05일,"18,000원","16,200"
민쌤의 유아교육개론,민정선 편저,양서원(박철용),2024년 01월 10일,"59,000원","59,000"
효리원 유아학습 공부카드 6종 세트/공룡카드.한글공부.동식물사진카드.숫자공부.사물사진.세계국기카드,유아지능계발연구소 글,효리원(전집),2015년 08월 25일,"106,800원","96,120"
초등 저학년 머리가 확 좋아지는 입체 스티커북 7권 모음세트/공룡.새.탈것.곤충.바다동물.육지동물.똥,HR기획 편,효리원(전집),2021년 10월 25일,"56,000원","50,400"
소방 피난 방화시설 유지관리,"김대수, 김학중, 박경환, 양성훈, 윤해권, 황민 공저",동화기술,2024년 03월 10일,"35,000원","35,000"
히든 포텐셜,애덤 그랜트 저/홍지수 역,한국경제신문,2024년 01월 25일,"22,000원","19,800"
학산문화사 엄마는 단짝친구 학습만화 시리즈 20권 세트/과학은단짝친구10권+수학5권+한국사5권,이빈 구성 / 김성재 글 / 김기수 그림 외,학산문화사(전집),2015년 07월 15일,"184,000원","165,600"
대기오염관리,"김기현, 강공언, 김성렬, 김용현 등저",향문사,2024년 01월 03일,"39,000원","39,000"
2024 흥달쌤의 정보처리기사 실기,이흥직 편저,에듀콕스,2024년 01월 22일,"32,000원","28,800"
대학생활과 진로탐색,"김경진, 정은희, 허현자, 한상희 공저",양성원(강철원),2024년 01월 15일,"21,000원","21,000"
네타냐후,조슈아 코언 저/김승욱 역,프시케의숲,2024년 01월 22일,"16,000원","14,400"
학산문화사 엄마가 꼭 나만 했을때 이야기 엄마는 단짝친구 26권 패키지세트,이빈 글그림,학산문화사(전집),2017년 03월 25일,"236,100원","212,490"
2024 박노준 패턴(PATTERN) 영어 문제풀이 step.3 성지순례 실전모의고사,박노준 편저,메가스터디교육(공무원),2024년 01월 15일,"13,000원","11,700"
치타부 크레용 색칠 놀이 탈것,치타부 그림,블루래빗,2024년 01월 11일,"15,000원","12,000"
마지막 마음이 들리는 공중전화,이수연 저,클레이하우스,2024년 01월 15일,"17,800원","16,020"
다섯수레 초등 중학년 3학년-4학년 추천도서 8권 세트/아는만큼보이는동물.한국인의만세소리는.할머니어디계세요.용돈좀올려.줄기세포.제미버튼.피카소가될수.옥수수할아버지,석혜원 글 외,다섯수레(전집),2009년 11월 13일,"102,300원","92,070"
사무엘하,장석환 저,돌계단,2024년 01월 15일,"14,000원","13,300"
요절묵상 말씀기도 구약 5,한치호 저,종려가지,2024년 01월 04일,"10,000원","9,000"
3세-5세 누리교육과정 유치원 추천도서 10권 세트/달님은밤에무얼할까요.그래봤자개구리.나의운동화.누구발일까.우리아빠.우리몸.바다가좋아요.토마스는어디에.장난감구조대.행복,안 에르보 글그림 외,앤북스(전집),2013년 03월 01일,"125,000원","112,500"
뜯어 만드는 소꿉놀이 조립하기,편집부,지원,2024년 01월 10일,"7,000원","4,900"
기도를 위하여,"김말봉, 박솔뫼 저",작가정신,2024년 01월 25일,"15,000원","13,500"
초등 필수백과 알고 있나요? 시리즈 1-10 세트/세계지리속으로.실험레시피.수학쏙쏙.공룡의세계.바닷속생물탐험.우주속으로.우리몸과학 외,토머스 캐너번 글 / 김아림 역 외,다섯수레(전집),2019년 07월 31일,"234,000원","210,600"
가스펠 프로젝트 신약 5 : 하나님의 편지,"LifeWay Kids 저/권혜신 역/김병훈, 김정효 감수",두란노,2024년 01월 10일,"5,000원","4,750"
뜯어 만드는 병원놀이 조립하기,편집부,지원,2024년 01월 10일,"7,000원","4,900"
초등 필수백과 알고 있나요? 시리즈 6-10 세트/실험레시피.바닷속생물탐험.세상의모든과학.세계지리속으로.수학쏙쏙,토머스 캐너번 글 / 김아림 역 외,다섯수레(전집),2022년 06월 15일,"119,000원","107,100"
2024 에듀윌 제과제빵기능사 실기끝장,"오명석, 장다예, 박진홍 저",에듀윌,2024년 01월 18일,"26,000원","23,400"
한국 문화의 음란한 판타지,이택광 저,연두(yeondoo),2024년 01월 22일,"24,000원","21,600"
뜯어 만드는 군용장비 조립하기,편집부,지원,2024년 01월 10일,"7,000원","4,900"
초등 필수백과 알고 있나요? 시리즈 1-5 세트/야생동물탐험.공룡의세계.우주속으로.우리몸과학.지구의거의모든것,자일스 스패로우 글 / 이강환 역 외,다섯수레(전집),2019년 07월 31일,"115,000원","103,500"
2024 에듀윌 전기기사 필기 7개년 기출문제집,에듀윌 전기수험연구소 편저,에듀윌,2024년 01월 07일,"31,000원","27,900"
한국 역사편 왜 그런지 정말 궁금해요 11권 세트/한국의만세소리는.고조선을왜비파형동검의나라라고.고구려.백제.신라.가야.발해.코리아라는이름은.고려는어떻게 외,김정인 글 / 문종인 그림 외,다섯수레(전집),2012년 08월 15일,"147,000원","132,300"
2024 에듀윌 중졸 검정고시 D-5 파이널 모의고사,"김지상, 최주연, 유란, 이재은, 홍희진 저 외 1명 정보 더 보기/감추기",에듀윌,2024년 01월 07일,"23,000원","20,700"
어린이 역사책 민본 국가를 꿈꾼 조선 3권 세트/조선시대사람들은어떻게살았나요.최대기록문화유산을남겼나요.조선은이웃나라와어떻게지냈나요/왜그런지정말궁금해요,송찬섭 글 / 문종인 그림,다섯수레(전집),2017년 08월 15일,"39,000원","35,100"
2024 에듀윌 경비지도사 1차 기본서 민간경비론,임지수 편저,에듀윌,2024년 01월 03일,"27,000원","24,300"
치타부 크레용 색칠 놀이 공룡,치타부 그림,블루래빗,2024년 01월 11일,"15,000원","12,000"
라임 어린이문학 32권 패키지 A+B세트/일요일만사는아이.박지민이안그랬대.개조심인종차별.우리가뭐어때서.세상에없는가게.킹콩이산다.시간사용법.빨리빨리모범생 외,히나타 리에코 글 / 사쿠마 메이 그림 / 김윤수 역 외,라임(전집),2014년 03월 25일,"327,400원","294,660"
2024 에듀윌 경비지도사 1차 기본서 법학개론,여성곤 편저,에듀윌,2024년 01월 03일,"33,000원","29,700"
라임 어린이문학 16권 패키지 B세트/빨리빨리모범생.나도몰래체인지.나만그래요.일요일만사는아이.불량품소년.소원을파는가게.인종차별.시간나라에서온소년 외,박서진 글 / 오윤화 그림 외,라임(전집),2019년 01월 21일,"165,900원","149,310"
라임 어린이문학 16권 패키지 A세트(전16권)/올리스의숲.우리반에귀신이있다.파트너구하기대작전.시간사용법.울랄라가면사용법.우주의우체부는너무바빠 외,강정연 글 / 오정택 그림 외,라임(전집),2014년 03월 15일,"161,500원","145,350"
최신판 에듀윌 공기업 PSAT형 NCS 수문끝 자료해석 실전 400제,에듀윌 취업연구소 편저,에듀윌,2024년 01월 07일,"28,000원","25,200"
라임 어린이를 위한 지식정보그림책 3권 세트(전3권)/성평등교과서.내몸사용안내서.디지털교과서/라임주니어스쿨,"스테파니 뒤발, 상드라 라부카리 글 / 파스칼 르메트르 그림 외",라임(전집),2020년 12월 18일,"39,600원","35,640"
과학그림책 땅속과 우주와 바다와 강을 탐험하는 병풍책 4권 세트/지표탐험.지구탐험.우주탐험.해저탐험,"샤를로트 길랑 글 / 유발 좀머, 조 엠프슨 그림 / 김지연, 장혜진 역",키다리(전집),2023년 12월 13일,"80,000원","72,000"
기억하라 우리 삶은 이미 아름다운 것임을,조정희 저,아마존북스,2024년 01월 18일,"17,000원","15,300"
2024 최신판 에듀윌 공기업 NCS 통합 실전모의고사 7회,에듀윌 취업연구소 편저,에듀윌,2024년 01월 07일,"21,000원","18,900"
작가는 어떻게 몰입하는가,김미숙 저,푸른사상,2023년 12월 31일,"28,000원","25,200"
2024 최신판 에듀윌 공기업 코레일 한국철도공사 NCS+전공 봉투모의고사 7+2회,에듀윌 취업연구소 편저,에듀윌,2024년 01월 12일,"21,000원","18,900"
본질을 향한 여정,박정훈 저,한스컨텐츠,2024년 01월 09일,"20,000원","18,000"
전쟁터로 간 소크라테스,김헌 저,북루덴스,2024년 01월 26일,"19,000원","17,100"
검은 눈물 (큰글자책),서동애 글/김유진 그림,글라이더,2023년 12월 31일,"25,000원","25,000"
고수는 책을 쓰고 하수는 일만 한다,김병완 저,플랫폼연구소,2024년 01월 22일,"15,000원","13,500"
2024 법원직 W 지문연습 헌법,이국령 편저,윌비스,2023년 01월 16일,"36,000원","32,400"
다시 읽는 민주주의와 교육,존 듀이 저/심성보 역,살림터,2024년 01월 13일,"32,000원","28,800"
사랑별에서 온 아이 (큰글자책),이정순 글/김진희 그림,글라이더,2023년 12월 31일,"25,000원","25,000"
2024 법원직 W 지문연습 형사소송법,유안석 편저,윌비스,2024년 01월 18일,"34,000원","30,600"
"나의 학문, 나의 삶 8","이상억, 홍두승, 고철환, 이광숙, 서유헌 저 외 1명 정보 더 보기/감추기",서울대학교출판문화원,2023년 12월 30일,"15,000원","15,000"
2024 일일특강 플러스 재무관리,김종길 저,소온,2024년 01월 08일,"20,000원","20,000"
大家大作 대한민국 대표 명시선,황유성 등저,도서출판 유성,2023년 11월 28일,"25,000원","23,750"
어린이를 위한 그림책 걸작의 탄생 11-14 세트/에펠탑.달리의녹아내리는시계.시스티나성당천장화.사그라다파밀리아성당,박수현 글그림,국민서관(전집),2019년 12월 17일,"56,000원","50,400"
2024 NCS 한식 조리기능사 필기시험문제,노수정 저,크라운출판사,2024년 02월 10일,"22,000원","19,800"
챗GPT 활용 선거 홍보 전략,"최재용, 고미정, 김금란, 김래은, 김수란(김다희) 저 외 11명 정보 더 보기/감추기",미디어북,2024년 01월 19일,"20,000원","20,000"
2024 SD에듀 Win-Q 자동화설비(생산자동화)산업기사 필기 단기합격,신원장 편저,시대고시기획 시대교육,2024년 03월 05일,"34,000원","30,600"
"평화의 어머니, 참어머니",박정진 저,신세림,2024년 01월 10일,"25,000원","22,500"
2024 진흥회 한자자격시험 2급 한 권으로 끝내기,"박원길, 박정서 편저",시대고시기획 시대교육,2024년 02월 20일,"26,000원","23,400"
2024 진흥회 한자자격시험 3급 한 권으로 끝내기,"박원길, 박정서 편저",시대고시기획 시대교육,2024년 02월 20일,"21,000원","18,900"
"나의 학문, 나의 삶 7","김성곤, 최덕근, 이돈구, 한무영, 안윤옥 저 외 1명 정보 더 보기/감추기",서울대학교출판문화원,2023년 12월 30일,"15,000원","15,000"
2024 SD에듀 요양보호사 10일 합격모의고사,요양보호사교육연구회 편저,시대고시기획 시대교육,2024년 02월 20일,"17,000원","15,300"
BABY 첫돌 선물 BOX,"애플비북스 편집부 글/신유진, Jayne Schofield, 최민정 그림",애플비북스,2024년 01월 01일,"62,000원","37,200"
비룡소 참 쉬운 뚝딱 한국사 1-6 세트/초등 저학년부터 재미있게 역사시작!/초등 한국사 완벽반영,김원미 글 / 강혜숙 그림 / 서울 초등사회교과교육연구회 감수 / 박물관북스 기획 외,비룡소(전집),2022년 04월 16일,"84,000원","75,600"
골로새서,이태웅 저,한국해외선교회출판부,2024년 01월 03일,"7,000원","6,650"
풀빛 2023년 초등 저학년 교과연계 필독서 4권+다봄 과학자처럼 6권 세트,김민우 글그림 외,앤북스(전집),2023년 01월 20일,"130,000원","117,000"
2024 SD에듀 Win-Q 금속재료산업기사 필기+실기 단기합격,김준태 편저,시대고시기획 시대교육,2024년 02월 05일,"35,000원","31,500"
에베소서,이태웅 저,한국해외선교회출판부,2024년 01월 03일,"10,000원","9,500"
초등학교 고학년 동화책 베스트 특선 8권 세트,아스트리드 린드그렌 외,논장(전집),2023년 04월 12일,"87,000원","78,300"
2024 임상심리사 1급 실기 기출문제 및 예상문제집,"김형준, 조은문, 윤희준 저",나눔book,2024년 01월 15일,"48,000원","43,200"
"비밀의 정원 1,2권 세트",프랜시스 호지슨 버넷 원저/모드 베곤 글그림/안수연 역,길벗어린이,2024년 01월 11일,"40,000원","38,000"
해시태그 다낭&골프,조대현 저,해시태그,2024년 02월 08일,"18,000원","16,200"
해시태그 나트랑 한 달 살기,조대현 저,해시태그,2024년 01월 15일,"18,900원","17,010"
사람들이 죽기 전에 후회하는 33가지,진세란 저,산솔미디어,2024년 01월 24일,"19,800원","17,820"
제로니모의 환상모험 양장본 01-30번 30권세트 재정가포함/상품권2만,제로니모 스틸턴 저,사파리(전집),2008년 12월 10일,"510,100원","459,090"
서커스가 최고야,이시즈 치히로 글/야마무라 코지 그림/엄혜숙 역,천개의바람,2024년 01월 11일,"12,000원","10,800"
나도 그 누군가에게 선물이고 싶다,이지윤 저,연인(연인M&B),2024년 01월 20일,"12,000원","10,800"
무브무브 플랩북 움직이는 시리즈 6권세트(엔진+도시+건설현장+공항+지구+우주),안소피 보만 외,보림(전집),2018년 03월 15일,"196,000원","176,400"
동물대백과 1~4권세트,David Alderton,담터미디어(전집),2024년 01월 11일,"60,600원","54,540"
